Type,Year,Age,m,Height
2,2019,43,0.468597,9.89
2,2019,43,0.464306,9.89
2,2019,43,0.460064,9.2
2,2019,43,0.455927,9.2
2,2019,43,0.464465,9.2
2,2019,43,0.464465,9.89
2,2019,52,0.194045,17.9
2,2019,52,0.192585,17.9
2,2019,52,0.197141,17.9
2,2019,52,0.174667,17.9
2,2019,52,0.142721,17.9
2,2019,52,0.142721,17.9
2,2019,52,0.143036,17.9
2,2019,53,0.0239149,17
33,2019,27,0.860016,16.9
33,2019,27,0.859864,16.9
33,2019,27,0.85975,16.9
33,2019,27,0.859637,16.9
33,2019,27,0.859523,16.9
33,2019,21,0.842709,16.9
33,2019,21,0.851308,16.9
33,2019,21,0.864388,16.9
33,2019,27,0.868645,16.9
33,2019,27,0.868645,16.9
33,2019,27,0.86853,16.9
33,2019,27,0.868415,16.9
33,2019,27,0.8683,16.9
33,2019,27,0.872593,16.9
33,2019,21,0.855983,16.9
33,2019,21,0.864579,16.9
33,2019,21,0.877657,16.9
33,2019,27,0.881912,16.9
33,2019,27,0.881795,16.9
33,2019,27,0.881795,16.9
33,2019,27,0.881679,16.9
33,2019,27,0.881562,16.9
33,2019,21,0.864693,16.9
33,2019,21,0.877773,16.9
33,2019,27,0.916582,16.9
33,2019,27,0.882223,16.9
33,2019,27,0.886634,16.9
33,2019,27,0.882729,16.9
33,2019,27,0.882613,16.9
33,2019,27,0.886908,16.9
33,2019,27,0.900146,16.9
33,2019,27,0.917391,16.9
33,2019,27,0.883119,16.9
33,2019,27,0.883002,16.9
33,2019,27,0.8873,16.9
33,2019,27,0.900146,16.9
33,2019,27,0.917795,16.9
33,2019,27,0.931115,16.9
33,2019,27,0.931238,16.9
33,2019,27,0.935776,16.9
33,2019,27,0.883431,16.9
33,2019,27,0.883314,16.9
33,2019,27,0.887613,16.9
33,2019,27,0.900543,16.9
33,2019,27,0.918201,16.9
33,2019,27,0.931526,16.9
33,2019,27,0.93165,16.9
33,2019,27,0.936189,16.9
33,2019,27,0.949521,16.9
33,2019,27,0.883861,16.9
33,2019,27,0.888162,16.9
33,2019,27,0.900861,16.9
33,2019,27,0.918606,16.9
33,2019,27,0.931855,16.9
33,2019,27,0.931979,16.9
33,2019,27,0.901418,16.9
33,2019,27,0.919174,16.9
33,2019,27,0.932555,16.9
2,2019,46,0.333695,13.5
2,2019,52,3.77975,11.7
2,2019,52,3.79939,11.7
2,2019,52,3.82726,11.7
2,2019,52,3.71248,11.7
2,2019,52,3.73218,11.7
2,2019,52,3.7601,11.7
2,2019,52,3.64572,11.7
2,2019,52,3.66546,11.7
2,2019,52,3.69345,11.7
2,2019,52,3.58198,11.7
2,2019,52,3.56616,11.7
2,2019,52,3.58149,11.7
2,2019,52,3.60509,11.7
2,2019,52,3.5043,11.7
2,2019,52,3.49087,11.7
2,2019,52,3.50179,11.7
2,2019,52,3.52547,11.7
2,2019,52,3.43269,11.7
2,2019,52,3.41682,11.7
2,2019,52,3.43023,11.7
2,2019,52,3.45398,11.7
2,2019,52,3.37657,11.7
2,2019,52,3.38248,11.7
2,2019,52,3.40483,11.7
2,2019,52,3.3053,11.7
2,2019,52,3.31129,11.7
2,2019,52,3.33006,11.7
2,2019,52,3.20427,9.1
2,2019,52,3.22625,9.1
2,2019,52,3.22254,10.9
2,2019,52,3.24971,10.9
2,2019,52,3.21838,10.9
2,2019,52,3.26918,10.9
33,2019,26,3.24926,10.9
33,2019,26,3.27378,10.9
33,2019,26,3.29817,10.9
33,2019,26,3.27288,10.9
33,2019,26,3.29635,10.9
33,2019,26,3.3209,10.9
33,2019,26,3.32719,10.9
33,2019,26,3.30171,10.9
33,2019,26,3.32474,10.9
0,2019,50,3.57507,7.6
0,2019,50,3.6158,7.6
0,2019,50,3.64673,7.6
0,2019,50,3.6838,7.6
0,2019,50,3.64622,7.6
33,2019,49,2.05761,20.4
33,2019,49,2.0219,20.4
33,2019,49,2.00009,20.4
33,2019,49,1.97918,20.4
33,2019,49,1.9479,20.4
33,2019,49,1.94485,20.4
2,2019,25,0.451989,11.5
2,2019,46,1.39585,11.2
2,2019,46,1.3939,11.2
2,2019,42,0.922921,14.9
2,2019,42,0.908999,14.9
2,2019,42,0.920464,14.9
2,2019,38,1.25822,14.9
2,2019,38,1.35282,14.9
2,2019,38,1.39947,14.9
0,2019,39,2.35825,7.9
33,2019,46,1.96912,15
33,2019,25,1.90203,23.1
33,2019,42,1.40308,16.5
0,2019,25,1.74032,13.5
33,2019,42,1.45291,13.5
33,2019,42,1.56986,15.7
33,2019,42,1.62209,15.7
33,2019,42,1.58061,15.7
33,2019,42,1.62478,15.7
33,2019,42,1.59162,15.7
33,2019,42,1.63573,15.7
33,2019,42,1.59384,15.7
33,2019,42,1.64617,15.7
33,2019,42,1.60385,15.7
33,2019,42,1.65552,15.7
33,2019,23,1.16363,11.2
2,2019,25,2.54345,11
2,2019,25,2.58735,11
33,2019,16,1.86182,16.2
33,2019,16,1.83755,16.2
2,2019,44,0.914132,14.9
2,2019,44,0.916053,14.9
2,2019,44,0.924855,14.9
2,2019,44,0.927793,14.9
2,2019,44,0.927887,14.9
2,2019,44,0.929763,14.9
33,2019,46,2.94164,17.7
2,2019,46,1.35887,11.2
2,2019,38,1.44905,11.2
2,2019,38,1.48394,11.2
2,2019,38,1.53205,11.2
2,2019,38,1.53549,11.2
2,2019,38,1.64635,11.2
2,2019,38,1.69285,11.2
0,2019,37,1.94936,11.2
0,2019,37,1.98353,11.2
0,2019,37,1.95368,11.2
2,2019,38,1.56401,11.2
2,2019,38,1.61987,11.2
0,2019,0,3.30426,11.5
0,2019,0,3.30787,11.5
0,2019,0,3.30624,11.5
0,2019,0,3.30543,11.5
0,2019,0,3.30995,11.5
2,2019,0,3.13392,11.5
2,2019,0,3.12995,11.5
2,2019,0,3.13613,11.5
2,2019,0,3.12838,11.5
2,2019,0,3.11924,11.5
2,2019,0,3.13476,11.5
2,2019,0,3.13316,11.5
2,2019,0,3.12679,11.5
2,2019,0,3.13638,11.5
2,2019,0,3.13458,11.5
2,2019,41,1.33983,11.1
2,2019,41,1.09192,11.1
2,2019,45,0.307747,9.2
2,2019,44,0.535755,17.4
2,2019,44,0.535366,17.4
2,2019,44,0.534832,17.4
2,2019,44,0.552587,17.4
2,2019,44,0.546971,17.4
2,2019,44,0.569943,17.4
2,2019,44,0.588557,17.4
2,2019,50,0.336253,13.4
2,2019,50,0.340678,13.4
2,2019,50,0.345102,13.4
2,2019,50,0.332005,13.4
2,2019,50,0.336432,13.4
2,2019,47,1.11035,16.9
2,2019,47,1.15204,16.9
0,2019,47,1.18657,16.9
2,2019,50,0.995987,14.7
2,2019,50,1.00386,14.7
2,2019,42,1.476,11.1
2,2019,42,1.47342,11.1
2,2019,42,1.47742,11.1
2,2019,42,1.47478,11.1
2,2019,42,1.46277,11.1
2,2019,42,1.46492,11.1
2,2019,42,1.42576,11.1
2,2019,42,1.42831,11.1
2,2019,42,1.44033,11.1
2,2019,42,1.42595,11.1
2,2019,42,1.42857,11.1
2,2019,42,1.44066,11.1
2,2019,42,1.47763,11.1
2,2019,42,1.46552,11.1
2,2019,42,1.48465,11.1
2,2019,44,1.44128,11.1
2,2019,45,1.85697,14.2
2,2019,41,1.29725,11.1
2,2019,41,1.30978,11.1
2,2019,41,1.32027,11.1
2,2019,35,0.909974,11.1
2,2019,35,0.945228,11.1
2,2019,35,0.910346,11.1
2,2019,35,0.860171,11.1
2,2019,35,0.945421,11.1
2,2019,35,0.910579,11.1
2,2019,35,0.860435,11.1
2,2019,24,0.940715,15.1
2,2019,24,0.941546,15.1
2,2019,24,0.957149,15.1
2,2019,47,0.951527,15.7
2,2019,47,0.963026,15.7
2,2019,47,0.976971,15.7
2,2019,47,0.985614,15.7
33,2019,44,0.759688,15.1
2,2019,48,2.13413,8.2
2,2019,48,2.22188,8.2
2,2019,48,2.29488,8.2
2,2019,48,2.21761,8.2
2,2019,48,2.30025,8.2
2,2019,48,2.36815,8.2
2,2019,48,2.33877,8.2
2,2019,48,2.4147,8.2
2,2019,48,2.47771,8.2
2,2019,48,2.44815,8.2
2,2019,48,2.52139,8.2
2,2019,48,2.50784,8.2
2,2019,48,2.58123,8.2
2,2019,48,2.57266,8.2
2,2019,48,2.64623,8.2
2,2019,48,2.56734,8.2
2,2019,44,1.57387,14.3
2,2019,44,1.57418,14.3
2,2019,44,1.58605,14.3
2,2019,44,1.51806,14.3
2,2019,44,1.52457,14.3
2,2019,44,1.51739,14.3
2,2019,44,1.52382,14.3
2,2019,44,1.52555,14.3
2,2019,44,1.49754,14.3
2,2019,44,1.50387,14.3
2,2019,44,1.5055,14.3
2,2019,44,1.50759,14.3
2,2019,44,1.49379,14.3
2,2019,44,1.49534,14.3
2,2019,44,1.49733,14.3
2,2019,44,1.47718,14.3
2,2019,44,1.48342,14.3
2,2019,44,1.48495,14.3
2,2019,44,1.48693,14.3
2,2019,44,1.48899,14.3
2,2019,44,1.49705,14.3
2,2019,44,1.52823,14.3
2,2019,44,1.47247,14.3
2,2019,44,1.4774,14.3
2,2019,44,1.47893,14.3
2,2019,44,1.4809,14.3
2,2019,44,1.48295,14.3
2,2019,44,1.48449,14.3
2,2019,44,1.49098,14.3
2,2019,44,1.4716,14.3
2,2019,44,1.47312,14.3
2,2019,44,1.47866,14.3
2,2019,44,1.48515,14.3
2,2019,44,1.47218,14.3
2,2019,44,1.47218,14.3
2,2019,44,1.47211,14.3
2,2019,44,1.47407,14.3
33,2019,24,0.84357,15.7
33,2019,47,0.838885,15.7
33,2019,47,0.838223,15.7
33,2019,47,0.837273,15.7
33,2019,47,0.836162,15.7
2,2019,47,0.835997,15.7
33,2019,47,0.829977,15.7
2,2019,47,0.829855,15.7
33,2019,47,0.809419,15.7
2,2019,27,2.3336,8.7
2,2019,27,2.35613,8.7
2,2019,35,2.6449,15.6
2,2019,35,2.57138,15.6
2,2019,35,2.60643,15.6
2,2019,35,2.63254,15.6
2,2019,35,2.54575,15.6
2,2019,35,2.5641,15.6
2,2019,35,2.59925,15.6
2,2019,35,2.62543,15.6
2,2019,35,2.53886,15.6
2,2019,35,2.55573,15.6
2,2019,35,2.59251,15.6
2,2019,35,2.5324,15.6
2,2019,35,2.53976,15.6
33,2019,46,3.34295,13.4
33,2019,46,3.31246,13.4
33,2019,46,3.30285,13.4
33,2019,46,3.2725,13.4
33,2019,46,3.23799,13.4
33,2019,46,3.20245,13.4
33,2019,18,0.107638,10.6
33,2019,47,0.440115,15
33,2019,47,0.446044,13.3
2,2019,54,2.02582,12.7
33,2019,27,0.203327,13.4
33,2019,27,0.203647,13.4
33,2019,27,0.203685,13.4
33,2019,23,1.80074,10
2,2019,36,0.539101,10.7
33,2019,36,1.41524,9.89
33,2019,32,1.70994,11.1
33,2019,32,1.698,11.1
33,2019,24,0.965896,21.5
33,2019,0,1.37972,21.6
33,2019,24,1.47762,21.5
33,2019,24,1.4728,21.5
33,2019,24,1.4917,21.5
33,2019,24,1.52922,21.5
33,2019,24,1.6048,21.5
33,2019,24,1.51081,21.5
33,2019,24,1.54886,21.5
33,2019,24,1.62396,21.5
33,2019,24,1.70415,21.5
33,2019,47,1.86373,20
33,2019,47,1.82218,20
33,2019,47,1.90137,20
33,2019,23,1.81093,20
33,2019,23,1.8515,20
33,2019,23,1.74123,16.79
33,2019,23,1.74123,16.79
33,2019,23,1.86898,20
33,2019,23,1.88014,20
33,2019,23,1.88484,20
33,2019,23,1.9057,20
33,2019,0,2.4908,20
2,2019,47,2.77467,19.4
2,2019,47,2.76536,19.4
2,2019,47,2.73922,19.4
2,2019,47,2.72274,19.4
2,2019,47,2.72969,19.4
2,2019,47,2.74625,19.4
2,2019,47,2.75452,19.4
2,2019,47,2.7472,19.4
2,2019,47,2.71217,19.4
2,2019,47,2.71924,19.4
2,2019,47,2.73595,19.4
2,2019,47,2.74434,19.4
2,2019,47,2.75681,19.4
2,2019,47,2.71559,19.4
2,2019,47,2.73883,19.4
2,2019,47,2.7513,19.4
2,2019,47,2.7192,19.4
2,2019,47,2.72783,19.4
2,2019,47,2.68759,19.4
2,2019,47,2.69622,19.4
2,2019,47,2.70347,19.4
2,2019,47,2.66509,19.4
2,2019,47,2.671,19.4
2,2019,47,2.64142,19.4
2,2019,47,2.64935,19.4
2,2019,47,2.61385,19.4
2,2019,47,2.62958,19.4
33,2019,36,1.5881,23.4
33,2019,36,1.57815,23.4
33,2019,36,1.53675,23.4
33,2019,0,5.39982,14.3
33,2019,25,0.227465,9.8
33,2019,44,0.304975,14.9
33,2019,28,0.0672827,16.29
33,2019,45,0.75456,15.4
33,2019,28,10.2931,8.3
33,2019,25,0.124516,14.9
33,2019,25,0.1245,14.9
33,2019,25,0.124472,14.9
33,2019,25,0.124433,14.9
33,2019,25,0.124516,14.9
33,2019,25,0.124516,14.9
33,2019,43,1.40189,14.9
33,2019,43,1.38358,14.9
33,2019,46,1.83035,13.7
33,2019,38,1.84537,13.7
33,2019,46,1.86154,13.7
33,2019,38,1.87659,13.7
33,2019,38,1.88328,13.7
33,2019,38,1.89492,13.7
33,2019,38,1.91233,13.7
33,2019,38,1.91906,13.7
33,2019,38,1.93075,13.7
33,2019,38,1.94276,13.7
33,2019,38,1.94575,13.7
33,2019,38,1.95483,13.7
33,2019,38,1.96656,13.7
33,2019,38,1.97863,13.7
33,2019,38,1.9815,13.7
33,2019,38,2.00236,13.7
33,2019,38,2.01449,13.7
33,2019,38,2.03278,13.7
33,2019,38,2.0494,13.7
33,2019,38,2.06797,13.7
33,2019,44,2.01933,12.1
33,2019,17,2.49882,15.9
33,2019,17,2.49671,15.9
33,2019,44,2.20792,14
33,2019,44,2.21779,14
33,2019,44,2.24016,14
33,2019,44,2.20909,12.1
33,2019,44,2.20455,12.1
33,2019,44,2.1993,14
33,2019,44,2.1972,14
33,2019,35,2.7718,15.9
33,2019,35,2.79118,15.9
33,2019,35,2.80549,15.9
33,2019,35,2.82046,15.9
33,2019,35,2.74319,15.9
33,2019,35,2.7718,15.9
33,2019,35,2.79118,15.9
33,2019,35,2.80615,15.9
33,2019,35,2.8202,15.9
33,2019,35,2.70131,15.9
33,2019,35,2.74332,15.9
33,2019,35,2.77192,15.9
33,2019,35,2.82033,15.9
33,2019,35,2.82502,15.9
33,2019,35,2.64538,15.9
33,2019,35,2.66386,15.9
33,2019,35,2.70106,15.9
33,2019,35,2.74319,15.9
33,2019,35,2.7718,15.9
33,2019,35,2.79118,15.9
33,2019,35,2.69537,15.9
33,2019,35,2.73774,15.9
33,2019,35,2.76634,15.9
33,2019,35,2.63786,15.9
33,2019,35,2.65656,15.9
33,2019,35,2.69411,15.9
33,2019,35,2.73659,15.9
33,2019,24,2.74107,15.3
33,2019,24,2.7249,15.3
33,2019,24,2.6471,15.3
33,2019,24,2.66239,15.3
33,2019,24,2.64673,15.3
33,2019,24,2.63659,15.3
33,2019,24,2.62633,15.3
33,2019,24,2.62608,15.3
33,2019,24,2.62047,15.3
33,2019,24,2.60986,15.3
33,2019,44,1.08495,16
33,2019,24,2.66214,15.3
33,2019,24,2.60999,15.3
33,2019,24,2.66116,15.3
33,2019,24,2.6455,15.3
33,2019,24,2.65819,15.3
33,2019,24,2.64428,15.3
33,2019,24,2.60708,15.3
33,2019,44,1.10417,16
33,2019,37,2.26082,13.2
33,2019,25,1.62057,14.7
2,2019,41,1.21215,12.5
2,2019,41,1.15505,12.5
2,2019,0,0.829856,13.5
2,2019,0,0.84861,13.5
2,2019,0,0.84853,13.5
2,2019,0,0.87197,13.5
33,2019,17,2.20564,12.4
33,2019,17,2.41676,15.9
33,2019,17,2.43833,15.9
33,2019,17,2.46715,15.9
33,2019,17,2.49184,15.9
33,2019,44,2.58221,15.9
0,2019,45,0.683034,15
0,2019,45,0.683067,15
33,2019,24,2.57677,12.1
33,2019,24,2.56292,12.1
0,2019,41,0.773208,7.9
0,2019,41,0.776172,7.9
0,2019,41,0.777114,7.9
0,2019,41,0.776096,7.9
0,2019,41,0.776021,7.9
0,2019,41,0.779925,7.9
0,2019,47,1.41954,14.1
33,2019,24,2.1173,12.9
2,2019,41,0.762846,11.1
2,2019,41,0.757467,11.1
2,2019,41,0.76643,11.1
2,2019,41,0.76577,11.1
2,2019,41,0.762626,7.9
2,2019,41,0.762115,7.9
2,2019,41,0.76164,11.1
2,2019,47,1.32636,14.1
2,2019,47,1.35009,14.1
2,2019,47,1.37812,14.1
2,2019,43,1.34018,14.1
2,2019,43,1.36391,14.1
2,2019,43,1.30289,14.1
2,2019,43,1.33059,14.1
2,2019,43,1.34933,14.1
2,2019,43,1.33464,14.1
2,2019,43,1.35337,14.1
2,2019,43,1.31604,14.1
2,2019,43,1.34372,14.1
2,2019,43,1.36245,14.1
2,2019,43,1.33452,14.1
2,2019,43,1.36219,14.1
2,2019,43,1.38092,14.1
33,2019,37,2.04907,14.3
33,2019,37,2.07182,14.3
33,2019,37,2.08979,14.3
33,2019,37,2.25088,14.3
33,2019,37,2.3005,14.3
33,2019,37,2.35077,14.3
33,2019,37,2.39133,14.3
33,2019,37,2.4456,14.3
33,2019,37,2.47763,14.3
33,2019,37,2.50472,13.2
33,2019,37,2.27722,14.3
33,2019,37,2.32746,14.3
33,2019,37,2.36801,14.3
33,2019,37,2.42225,14.3
33,2019,37,2.45426,14.3
33,2019,37,2.48134,13.2
33,2019,37,2.30856,14.3
33,2019,37,2.40331,14.3
33,2019,37,2.4353,14.3
33,2019,37,2.46237,13.2
33,2019,37,2.37988,14.3
33,2019,37,2.41186,14.3
33,2019,37,2.43891,13.2
33,2019,37,1.74559,14.3
33,2019,37,2.35136,13.2
33,2019,37,2.31349,13.2
2,2019,45,2.2182,8.7
33,2019,37,2.27568,14.3
33,2019,37,2.29494,13.2
33,2019,37,2.29199,13.2
33,2019,37,2.29313,13.2
33,2019,37,2.30241,13.2
33,2019,37,2.28861,13.2
33,2019,37,2.28566,13.2
33,2019,37,2.28679,13.2
33,2019,37,2.29607,13.2
33,2019,37,2.27151,13.2
33,2019,37,2.27252,13.2
33,2019,37,2.28169,13.2
33,2019,37,2.29931,13.2
33,2019,37,1.71729,14.3
33,2019,37,1.7446,14.3
33,2019,37,1.77631,14.3
33,2019,37,2.27089,13.2
33,2019,37,2.27181,13.2
33,2019,37,2.28098,13.2
33,2019,37,2.29859,13.2
33,2019,37,1.71714,14.3
33,2019,37,1.74445,14.3
33,2019,37,1.77615,14.3
33,2019,37,1.81226,14.3
33,2019,37,1.83515,14.3
33,2019,37,1.85359,14.3
33,2019,37,2.28128,13.2
33,2019,37,1.71714,14.3
33,2019,37,1.74445,14.3
33,2019,37,1.77615,14.3
33,2019,37,1.85342,14.3
33,2019,37,2.28128,13.2
33,2019,37,1.83499,14.3
33,2019,37,1.74421,14.3
33,2019,37,1.77591,14.3
33,2019,37,1.8121,14.3
33,2019,37,1.81185,14.3
33,2019,25,2.25534,13.2
33,2019,25,2.25187,13.2
33,2019,25,2.25766,13.2
33,2019,25,2.25409,13.2
33,2019,25,1.98785,14.3
33,2019,25,2.24493,13.2
33,2019,25,2.24513,13.2
33,2019,25,2.24558,13.2
33,2019,25,1.91526,14.3
33,2019,25,1.9741,14.3
33,2019,25,2.16895,14.3
33,2019,25,2.22909,13.2
33,2019,25,2.23486,13.2
33,2019,25,2.23128,13.2
33,2019,25,1.90591,14.3
33,2019,25,2.01393,14.3
33,2019,25,2.10493,14.3
33,2019,25,2.22342,13.2
33,2019,25,2.21993,13.2
33,2019,25,2.22571,13.2
33,2019,25,2.22212,13.2
33,2019,25,1.89673,14.3
33,2019,25,1.95553,14.3
33,2019,25,2.00473,14.3
33,2019,25,2.2097,13.2
33,2019,25,2.21516,13.2
33,2019,25,2.21069,13.2
33,2019,25,2.21645,13.2
33,2019,25,1.88292,14.3
33,2019,25,2.19598,13.2
33,2019,25,2.20144,13.2
33,2019,25,2.19825,13.2
2,2019,49,1.75906,10.5
33,2019,25,2.15049,14.3
33,2019,25,2.17761,13.2
2,2019,41,0.960898,10.5
2,2019,49,1.38394,10.5
2,2019,46,1.37202,17.7
2,2019,46,1.37304,17.7
2,2019,46,1.35988,17.7
2,2019,46,1.35135,17.7
2,2019,46,1.356,17.7
2,2019,46,1.36108,17.7
2,2019,46,1.37075,17.7
2,2019,46,1.35702,17.7
2,2019,46,1.40395,17.7
2,2019,46,1.40499,17.7
2,2019,46,1.39185,17.7
2,2019,46,1.38341,17.7
2,2019,46,1.38812,17.7
2,2019,46,1.38462,17.7
2,2019,46,1.44491,17.7
2,2019,46,1.44598,17.7
2,2019,46,1.43294,17.7
2,2019,46,1.42459,17.7
2,2019,46,1.4293,17.7
2,2019,46,1.43523,17.7
2,2019,46,1.49482,17.7
2,2019,46,1.49599,17.7
2,2019,46,1.48121,17.7
2,2019,46,1.47648,17.7
2,2019,46,1.48121,17.7
2,2019,46,1.53654,17.7
2,2019,46,1.52371,17.7
2,2019,46,1.51783,17.7
2,2019,46,1.52256,17.7
2,2019,46,1.53703,17.7
2,2019,46,1.55915,17.7
2,2019,46,1.56381,17.7
2,2019,46,1.57836,17.7
2,2019,46,1.58686,17.7
2,2019,46,1.59318,17.7
2,2019,46,1.59848,17.7
2,2019,46,1.59107,17.7
2,2019,46,1.59565,17.7
2,2019,46,1.59985,17.7
2,2019,46,1.61104,17.7
2,2019,46,1.60435,17.7
2,2019,46,1.60893,17.7
2,2019,43,1.58944,17.7
2,2019,43,1.56577,17.7
2,2019,43,1.54168,17.7
2,2019,43,1.6141,21.8
2,2019,43,1.61925,21.8
2,2019,43,1.60806,21.8
2,2019,43,1.59933,21.8
2,2019,43,1.60448,21.8
2,2019,43,1.59317,21.8
33,2019,21,2.52212,20.29
33,2019,22,2.72245,20.29
33,2019,22,2.73569,20.29
33,2019,22,2.76544,20.29
33,2019,22,2.78181,21.5
33,2019,21,2.5332,20.29
33,2019,21,2.57351,20.29
33,2019,21,2.55806,20.29
33,2019,21,2.55806,20.29
33,2019,21,2.73706,20.29
33,2019,22,2.75416,20.29
33,2019,22,2.7671,20.29
33,2019,22,2.78004,20.29
33,2019,22,2.79622,20.29
33,2019,22,2.81989,21.5
33,2019,21,2.63277,20.29
33,2019,21,2.75142,20.29
33,2019,21,2.7641,20.29
33,2019,22,2.78217,20.29
33,2019,22,2.82414,20.29
33,2019,22,2.85804,21.5
33,2019,22,3.05165,21.5
33,2019,22,3.10453,21.5
33,2019,22,3.15837,21.5
33,2019,21,2.6514,20.29
33,2019,21,2.67358,20.29
33,2019,21,2.76988,20.29
33,2019,21,2.78266,20.29
33,2019,22,2.84285,20.29
33,2019,22,2.87718,21.5
33,2019,22,2.90181,21.5
33,2019,22,2.91807,21.5
33,2019,22,3.03519,21.5
33,2019,22,3.08327,21.5
33,2019,22,3.13606,21.5
33,2019,22,3.18896,21.5
33,2019,22,3.23823,21.5
33,2019,21,2.66583,20.29
33,2019,22,2.88487,21.5
33,2019,22,2.89679,21.5
33,2019,22,2.92151,21.5
33,2019,22,2.93775,21.5
33,2019,22,2.96652,21.5
33,2019,22,2.97998,21.5
33,2019,22,3.0284,21.5
33,2019,22,3.05405,21.5
33,2019,22,3.10206,21.5
33,2019,22,3.15479,21.5
33,2019,22,3.20762,21.5
33,2019,22,2.89679,21.5
33,2019,22,2.90473,21.5
33,2019,22,2.92125,21.5
33,2019,22,2.94606,21.5
33,2019,22,2.9624,21.5
33,2019,22,2.99063,21.5
33,2019,22,3.00287,21.5
33,2019,22,3.036,21.5
33,2019,22,3.05241,21.5
33,2019,22,3.07802,21.5
33,2019,22,3.12598,21.5
33,2019,22,2.90356,21.5
33,2019,22,2.91611,21.5
33,2019,22,2.93722,21.5
33,2019,22,2.96661,21.5
33,2019,22,2.98307,21.5
33,2019,22,3.01089,21.5
33,2019,22,3.02311,21.5
33,2019,22,3.06068,21.5
33,2019,22,3.07706,21.5
33,2019,22,3.10265,21.5
33,2019,22,3.15056,21.5
33,2019,22,3.20318,21.5
33,2019,22,3.25592,21.5
33,2019,22,2.90557,21.5
33,2019,22,2.92272,21.5
33,2019,22,2.94842,21.5
33,2019,22,2.97792,21.5
33,2019,22,2.99449,21.5
33,2019,22,3.0227,21.5
33,2019,22,3.03505,21.5
33,2019,22,3.06812,21.5
33,2019,22,3.16688,21.5
33,2019,22,3.21947,21.5
33,2019,22,3.34256,21.5
33,2019,22,3.34582,21.5
33,2019,22,3.34582,21.5
33,2019,22,2.9251,21.5
33,2019,22,2.9554,21.5
33,2019,22,2.98501,21.5
33,2019,22,3.00157,21.5
33,2019,22,3.02976,21.5
33,2019,22,3.04223,21.5
33,2019,22,3.07555,21.5
33,2019,22,3.08311,21.5
33,2019,22,3.27964,21.5
33,2019,22,3.32783,21.5
33,2019,22,3.34047,21.5
33,2019,22,3.34984,21.5
33,2019,22,3.3531,21.5
33,2019,22,3.35176,21.5
33,2019,22,2.92288,21.5
33,2019,22,2.95776,21.5
33,2019,22,2.99182,21.5
33,2019,22,3.00836,21.5
33,2019,22,3.03681,21.5
33,2019,22,3.08297,21.5
33,2019,22,3.09067,21.5
33,2019,22,3.10742,21.5
33,2019,22,3.13421,21.5
33,2019,22,3.28724,21.5
33,2019,22,3.35726,21.5
33,2019,22,3.36052,21.5
33,2019,22,3.35917,21.5
33,2019,22,2.92039,21.5
33,2019,22,2.95617,21.5
33,2019,22,2.99021,21.5
33,2019,22,3.00675,21.5
33,2019,22,3.06902,21.5
33,2019,22,3.08118,21.5
33,2019,22,3.08901,21.5
33,2019,22,3.1059,21.5
33,2019,22,3.28563,21.5
33,2019,22,3.33378,21.5
33,2019,22,3.3464,21.5
33,2019,22,3.35591,21.5
33,2019,22,3.35917,21.5
33,2019,22,2.95287,21.5
33,2019,22,2.98861,21.5
33,2019,22,3.07994,21.5
33,2019,22,3.34551,21.5
33,2019,22,3.35427,21.5
33,2019,22,3.35753,21.5
33,2019,22,3.07871,21.5
33,2019,22,3.34462,21.5
33,2019,22,3.35337,21.5
33,2019,22,3.35663,21.5
33,2019,22,3.36464,21.5
33,2019,22,2.02605,16.4
2,2019,45,1.97753,17.29
33,2019,22,1.99349,16.4
33,2019,22,2.02486,16.4
2,2019,45,1.92448,17.29
2,2019,45,1.93613,17.29
2,2019,45,1.9437,17.29
33,2019,22,1.99268,16.4
33,2019,22,2.02385,16.4
2,2019,31,1.91294,17.29
2,2019,45,1.92001,17.29
2,2019,45,1.92911,17.29
2,2019,45,1.93666,17.29
2,2019,31,1.89672,17.29
2,2019,45,1.90368,17.29
2,2019,45,1.91573,17.29
2,2019,31,1.88449,17.29
33,2019,28,4.03615,21.5
33,2019,28,4.1901,21.5
33,2019,28,4.15024,21.5
33,2019,28,4.09709,21.5
33,2019,28,4.03065,21.5
33,2019,28,4.20577,21.5
33,2019,28,4.18364,21.5
33,2019,28,4.14379,21.5
33,2019,28,4.09067,21.5
33,2019,28,4.02426,21.5
33,2019,28,3.98884,21.5
33,2019,28,4.16906,21.5
33,2019,28,4.12923,21.5
33,2019,28,4.07612,21.5
33,2019,28,4.00974,21.5
33,2019,28,3.97433,21.5
33,2019,28,4.10638,21.5
33,2019,28,4.05328,21.5
33,2019,28,3.9869,21.5
33,2019,28,3.9515,21.5
33,2019,28,4.07947,21.5
33,2019,28,3.96,21.5
33,2019,28,3.92461,21.5
33,2019,28,3.88478,21.5
33,2019,28,4.05256,21.5
33,2019,28,3.99947,21.5
33,2019,28,3.93311,21.5
33,2019,28,3.89771,21.5
33,2019,28,3.85789,21.5
33,2019,28,3.99965,21.5
33,2019,28,3.93328,21.5
33,2019,28,3.89789,21.5
33,2019,28,3.85807,21.5
33,2019,28,3.79612,21.5
33,2019,28,3.93328,21.5
33,2019,28,3.89789,21.5
33,2019,28,3.86249,21.5
33,2019,28,3.86266,21.5
33,2019,28,3.80072,21.5
