Type,Year,Age,High,m
33,2020,22,10.3,3.87631
33,2020,22,10.3,3.86569
33,2020,22,10.3,3.87143
33,2020,22,10.3,3.80375
33,2020,22,10.3,3.80564
33,2020,22,10.3,3.80795
33,2020,22,10.3,3.81473
33,2020,22,10.3,3.82683
33,2020,22,10.3,3.82746
33,2020,22,10.3,3.83298
33,2020,22,10.3,3.84339
33,2020,22,10.3,3.84212
33,2020,22,10.3,3.84276
33,2020,22,10.3,3.84339
33,2020,22,10.3,3.85104
33,2020,22,10.3,3.84063
33,2020,22,10.3,3.84637
33,2020,22,10.3,3.76433
33,2020,22,10.3,3.7662
33,2020,22,10.3,3.76828
33,2020,22,10.3,3.77077
33,2020,22,10.3,3.77775
33,2020,22,10.3,3.79006
33,2020,22,10.3,3.79068
33,2020,22,10.3,3.79558
33,2020,22,10.3,3.80663
33,2020,22,10.3,3.80516
33,2020,22,10.3,3.806
33,2020,22,10.3,3.80684
33,2020,22,10.3,3.81468
33,2020,22,10.3,3.80447
33,2020,22,10.3,3.81042
33,2020,22,10.3,3.70901
33,2020,22,10.3,3.70554
33,2020,22,10.3,3.70759
33,2020,22,10.3,3.70984
33,2020,22,10.3,3.7125
33,2020,22,10.3,3.73279
33,2020,22,10.3,3.7377
33,2020,22,10.3,3.74938
33,2020,22,10.3,3.74648
33,2020,22,10.3,3.74751
33,2020,22,10.3,3.75408
33,2020,22,10.3,3.7621
33,2020,22,10.3,3.75208
33,2020,22,10.3,3.76377
0,2020,32,0,0.915731
2,2020,32,0,0.817899
2,2020,32,0,0.812922
0,2020,32,0,0.916022
2,2020,32,0,0.835537
0,2020,32,0,0.867954
2,2020,32,11.2,0.947436
33,2020,20,13,2.50561
33,2020,20,13,2.58416
33,2020,36,13,2.69142
33,2020,36,13,2.81636
33,2020,36,13,2.79333
33,2020,36,13,2.92225
33,2020,36,13,3.09365
33,2020,38,16.7,3.23673
33,2020,38,16.7,3.22828
33,2020,38,0,3.2164
33,2020,38,0,3.21213
2,2020,39,0,0.923538
2,2020,39,0,0.93054
2,2020,39,0,0.906907
2,2020,39,0,0.913846
2,2020,39,0,0.902744
2,2020,39,0,0.777811
2,2020,39,0,0.809032
2,2020,39,0,0.779127
2,2020,39,0,0.780258
2,2020,39,0,0.749788
2,2020,39,0,0.750333
2,2020,36,12.5,1.74445
2,2020,36,12.5,1.77843
2,2020,36,12.5,1.8097
2,2020,47,12.5,1.06419
2,2020,47,12.5,1.06636
2,2020,47,12.5,1.06879
2,2020,47,0,1.05697
2,2020,47,0,1.05907
2,2020,47,0,1.06141
2,2020,36,12.5,1.07092
2,2020,36,12.5,1.08975
2,2020,47,0,1.0559
2,2020,47,0,1.05763
2,2020,47,0,1.05955
2,2020,47,0,1.06172
2,2020,36,12.5,1.07404
2,2020,36,12.5,1.09293
2,2020,36,12.5,1.11754
2,2020,36,12.5,1.13082
2,2020,36,12.5,1.1674
2,2020,47,0,1.05412
2,2020,47,0,1.05668
2,2020,47,0,1.05668
2,2020,47,0,1.05853
2,2020,47,0,1.06033
2,2020,47,0,1.06232
2,2020,47,0,1.06456
2,2020,36,12.5,1.07693
2,2020,36,12.5,1.09594
2,2020,36,12.5,1.17084
2,2020,47,0,1.05352
2,2020,47,0,1.05632
2,2020,47,0,1.05895
2,2020,47,0,1.06087
2,2020,47,0,1.06087
2,2020,47,0,1.04972
2,2020,47,0,1.05257
2,2020,47,0,1.05526
2,2020,47,0,1.05724
2,2020,47,0,1.05221
2,2020,47,0,1.0579
2,2020,47,0,1.05995
2,2020,36,18.29,0.231716
2,2020,29,0,1.17119
2,2020,29,0,1.15757
2,2020,29,0,1.13821
2,2020,29,0,1.12535
2,2020,29,0,1.11241
2,2020,29,0,1.0994
2,2020,29,0,1.09897
2,2020,29,0,1.09013
2,2020,29,0,1.17302
2,2020,29,0,1.15931
2,2020,29,0,1.13984
2,2020,29,0,1.10048
2,2020,29,0,1.10048
2,2020,29,0,1.0919
2,2020,29,0,1.17424
2,2020,29,0,1.16044
2,2020,29,0,1.10098
2,2020,29,0,1.09339
2,2020,29,0,1.10148
2,2020,29,0,1.09468
33,2020,21,0,1.19804
2,2020,29,0,1.10155
2,2020,29,0,1.09525
33,2020,21,13.5,1.23227
33,2020,29,0,1.08887
33,2020,21,13.5,1.41313
33,2020,21,13.5,1.41837
33,2020,37,13.5,2.27518
33,2020,36,0,1.08728
33,2020,21,13.5,1.54769
33,2020,30,17,1.54889
2,2020,41,0,2.59661
2,2020,24,13.7,2.77116
2,2020,24,13.7,2.73381
2,2020,24,13.7,2.75767
2,2020,24,13.7,2.78464
2,2020,24,13.7,2.81497
33,2020,17,10.8,1.15908
33,2020,17,10.8,1.16734
33,2020,17,10.8,1.15127
33,2020,17,10.8,1.15952
33,2020,17,10.8,1.12943
33,2020,17,10.8,1.13636
33,2020,17,10.8,1.14346
33,2020,17,10.8,1.1517
33,2020,17,10.8,1.13479
33,2020,17,10.8,1.13533
33,2020,17,10.8,1.14234
33,2020,17,10.8,1.14951
33,2020,17,10.8,1.15783
33,2020,17,10.8,1.14474
33,2020,17,10.8,1.1483
33,2020,17,10.8,1.1413
33,2020,17,10.8,1.14837
33,2020,17,10.8,1.15562
33,2020,17,10.8,1.16404
33,2020,17,10.8,1.15091
33,2020,17,10.8,1.16084
33,2020,17,10.8,1.15452
33,2020,17,10.8,1.15464
33,2020,17,10.8,1.15464
33,2020,17,10.8,1.16196
33,2020,17,10.8,1.17047
33,2020,17,10.8,1.15732
33,2020,17,10.8,1.18805
33,2020,17,10.8,1.16712
33,2020,17,10.8,1.16082
33,2020,17,10.8,1.16097
33,2020,17,10.8,1.16837
33,2020,17,10.8,1.16837
33,2020,17,10.8,1.17698
33,2020,17,10.8,1.16381
33,2020,17,10.8,1.18763
33,2020,17,10.8,1.17431
33,2020,17,10.8,1.16801
33,2020,17,10.8,1.16821
33,2020,17,10.8,1.17571
2,2020,28,0,3.10458
2,2020,28,0,3.08169
2,2020,28,0,3.11813
2,2020,28,0,3.08819
2,2020,28,0,3.14228
2,2020,28,0,3.11267
2,2020,28,0,3.16852
2,2020,28,0,3.14033
2,2020,28,0,3.00981
2,2020,21,0,3.0026
2,2020,21,0,3.00824
33,2020,35,19.4,10.2813
33,2020,9,12.8,5.43646
33,2020,9,12.8,5.44083
33,2020,9,12.8,5.42055
33,2020,9,12.8,5.42148
33,2020,9,12.8,5.42148
33,2020,9,12.8,5.41638
33,2020,9,12.8,5.41757
33,2020,9,12.8,5.41516
33,2020,9,12.8,5.40313
33,2020,9,12.8,5.4038
33,2020,9,12.8,5.40941
33,2020,9,12.8,5.41088
33,2020,9,12.8,5.40874
33,2020,9,12.8,5.40313
33,2020,9,12.8,5.40874
33,2020,9,12.8,5.41021
33,2020,9,12.8,5.40807
33,2020,22,11.4,4.05045
33,2020,22,11.4,4.00777
33,2020,22,11.4,3.93233
33,2020,22,10.3,3.89187
33,2020,22,10.3,3.88188
33,2020,22,10.3,3.86083
33,2020,22,10.3,3.85615
33,2020,22,10.3,3.87186
33,2020,22,10.3,3.8725
33,2020,22,10.3,3.86252
33,2020,22,10.3,3.84148
33,2020,22,10.3,3.8368
33,2020,22,10.3,3.84892
33,2020,22,10.3,3.86979
33,2020,22,10.3,3.86103
33,2020,22,10.3,3.86103
33,2020,22,10.3,3.85104
33,2020,22,10.3,3.83
33,2020,22,10.3,3.82532
33,2020,22,10.3,3.83743
33,2020,22,10.3,3.85551
33,2020,22,10.3,3.83595
33,2020,22,10.3,3.83595
33,2020,22,10.3,3.82616
33,2020,22,10.3,3.80531
33,2020,22,10.3,3.80062
33,2020,22,10.3,3.81274
33,2020,22,10.3,3.82743
33,2020,22,10.3,3.8002
33,2020,22,10.3,3.80167
33,2020,22,10.3,3.7906
33,2020,22,10.3,3.76972
33,2020,22,10.3,3.76502
33,2020,22,10.3,3.77735
33,2020,22,10.3,3.79186
33,2020,22,10.3,3.8206
33,2020,22,10.3,3.75374
33,2020,22,10.3,3.75519
33,2020,22,10.3,3.73982
33,2020,22,10.3,3.71766
33,2020,22,10.3,3.71294
33,2020,22,10.3,3.71992
33,2020,22,10.3,3.73449
2,2020,39,0,0.925539
2,2020,39,0,0.925871
2,2020,39,0,0.926369
2,2020,39,0,0.926756
2,2020,39,0,0.921714
2,2020,39,0,0.922487
2,2020,39,0,0.919582
2,2020,39,0,0.906199
2,2020,39,0,0.86627
33,2020,21,0,1.13152
33,2020,21,0,1.15516
33,2020,21,13.5,1.43822
33,2020,21,13.5,1.44339
33,2020,21,13.5,1.46332
33,2020,21,13.5,1.54664
33,2020,21,13.5,1.6058
33,2020,15,0,1.12839
33,2020,30,17,1.51658
33,2020,30,17,1.52452
33,2020,30,17,1.53219
33,2020,27,17,1.56047
33,2020,26,17,1.55212
33,2020,26,17,1.56558
33,2020,26,17,1.40317
33,2020,26,12.2,1.27004
33,2020,36,9.8,1.30753
33,2020,36,9.8,1.29419
33,2020,36,12.9,1.25045
33,2020,36,12.9,1.29111
33,2020,27,10,1.00805
33,2020,27,10,1.00253
2,2020,28,0,3.01547
2,2020,28,0,3.02297
2,2020,28,0,3.02962
2,2020,28,0,3.05421
2,2020,28,0,3.08221
2,2020,28,0,3.00282
33,2020,22,16.4,3.47628
0,2020,32,0,1.53828
33,2020,36,10.3,3.28715
33,2020,24,13.4,5.07409
2,2020,37,14.6,1.32562
2,2020,37,14.6,1.38647
2,2020,37,14.6,1.41402
2,2020,51,14.8,0.967357
2,2020,51,14.8,0.967269
2,2020,51,14.8,0.971541
2,2020,51,14.8,0.975856
2,2020,51,14.8,0.975856
2,2020,44,13,0.438374
2,2020,44,13,0.437667
2,2020,44,13,0.43803
2,2020,44,13,0.438455
2,2020,44,13,0.438779
2,2020,44,13,0.438475
2,2020,44,13,0.438921
2,2020,44,13,0.439266
2,2020,44,13,0.439347
2,2020,41,0,1.92713
2,2020,33,9.7,0.446999
2,2020,41,0,0.33092
2,2020,41,0,0.330852
33,2020,36,13.2,1.03327
33,2020,36,13.2,1.03173
33,2020,36,13.2,1.03001
33,2020,36,13.2,1.02829
33,2020,36,13.2,1.02695
0,2020,36,0,1.01621
0,2020,24,0,1.01675
2,2020,57,0,0.365741
2,2020,57,0,0.386972
2,2020,56,0,0.351104
2,2020,45,13.5,1.0672
2,2020,45,13.5,1.05611
2,2020,45,13.5,1.0674
2,2020,45,13.5,1.0674
2,2020,45,13.5,1.0571
2,2020,45,13.5,1.0563
2,2020,45,13.5,1.06992
2,2020,45,13.5,1.06916
2,2020,45,13.5,1.0565
2,2020,45,13.5,1.04687
2,2020,45,0,1.03365
2,2020,45,0,1.03375
2,2020,45,0,1.03522
2,2020,45,0,1.03536
2,2020,45,0,1.036
2,2020,45,0,1.036
2,2020,41,10.8,0.337686
2,2020,43,16.1,0.612343
2,2020,46,12.3,0.222971
2,2020,43,16.1,0.620265
2,2020,37,16.5,1.53322
2,2020,37,0,1.53203
2,2020,37,0,1.53412
2,2020,37,0,1.51639
2,2020,37,0,1.51815
2,2020,37,0,1.52027
2,2020,37,0,1.52292
2,2020,37,0,1.52616
2,2020,37,0,1.52883
2,2020,37,0,1.53143
2,2020,37,0,1.53576
2,2020,37,0,1.51749
2,2020,37,0,1.51749
2,2020,37,0,1.51961
2,2020,37,0,1.52225
2,2020,37,0,1.5255
2,2020,37,0,1.52816
2,2020,37,0,1.53516
2,2020,37,0,1.51712
2,2020,37,0,1.51924
2,2020,37,0,1.51924
2,2020,37,0,1.53449
2,2020,37,0,1.51676
2,2020,37,0,1.51888
2,2020,37,0,1.53412
2,2020,37,0,1.53561
2,2020,37,0,1.53704
2,2020,37,0,1.53899
2,2020,37,0,1.53666
2,2020,37,0,1.53861
2,2020,37,0,1.53629
2,2020,37,0,1.53591
2,2020,37,0,1.53539
2,2020,37,0,1.53479
2,2020,37,0,1.53404
2,2020,37,0,1.53322
2,2020,37,0,1.53464
0,2020,37,0,1.53277
2,2020,37,0,1.53412
0,2020,25,0,1.33736
2,2020,39,0,2.24648
2,2020,39,0,2.24661
2,2020,20,0,0.856073
2,2020,20,0,0.866877
2,2020,20,0,0.857736
2,2020,20,0,0.892918
2,2020,20,0,0.898473
2,2020,20,0,0.894578
2,2020,20,0,0.877611
2,2020,20,0,0.880606
2,2020,17,11.1,0.761986
2,2020,17,11.1,0.771274
2,2020,33,12.5,1.24198
2,2020,17,11.1,0.781049
2,2020,33,12.5,1.20006
2,2020,33,12.5,1.20006
2,2020,33,12.5,1.16337
2,2020,33,12.5,1.16337
2,2020,33,0,1.12688
2,2020,33,0,1.12224
2,2020,33,12.5,1.1248
2,2020,33,12.5,1.12769
2,2020,33,12.5,1.13164
2,2020,33,0,1.06665
2,2020,33,0,1.07025
2,2020,33,0,1.06566
2,2020,33,12.5,1.0681
2,2020,33,12.5,1.07086
2,2020,33,12.5,1.07465
2,2020,33,0,1.0207
2,2020,33,0,1.02424
2,2020,33,0,1.02772
2,2020,35,0,1.02027
0,2020,40,0,0.837436
0,2020,40,0,0.833079
0,2020,40,0,0.824344
2,2020,25,0,0.44099
0,2020,26,0,0.7
0,2020,26,0,0.700269
0,2020,26,0,0.694816
0,2020,26,0,0.697371
2,2020,31,0,1.45595
2,2020,31,0,1.45603
2,2020,31,0,1.45628
33,2020,17,11.8,1.37603
33,2020,17,11.8,1.35501
33,2020,12,0,1.14524
33,2020,17,11.8,1.32607
33,2020,17,11.8,1.30479
33,2020,12,10.6,1.30396
33,2020,17,11.8,1.27657
33,2020,17,11.8,1.25504
33,2020,17,11.8,1.23496
33,2020,17,11.8,1.23347
33,2020,17,11.8,1.21173
33,2020,17,11.8,1.19139
33,2020,17,11.8,1.20773
33,2020,17,11.8,1.1823
33,2020,17,11.8,1.16183
2,2020,31,13.8,1.07984
2,2020,30,0,0.764656
2,2020,30,0,0.766911
2,2020,30,0,0.765857
2,2020,30,0,0.761555
2,2020,30,0,0.760456
2,2020,30,0,0.748867
2,2020,30,0,0.747737
2,2020,23,11.7,1.45611
2,2020,23,0,1.54289
2,2020,23,11.7,1.51838
2,2020,23,0,1.5728
2,2020,23,11.7,1.56207
0,2020,33,0,0.370822
0,2020,33,0,0.375516
0,2020,38,0,0.515055
0,2020,38,0,0.504177
0,2020,38,0,0.493267
0,2020,38,0,0.515413
0,2020,38,0,0.514419
0,2020,38,0,0.504526
0,2020,38,0,0.511649
0,2020,38,0,0.498322
0,2020,38,0,0.494481
0,2020,38,0,0.493839
0,2020,38,0,0.509296
0,2020,38,0,0.493963
0,2020,38,0,0.492174
2,2020,45,0,0.869972
2,2020,45,0,0.865376
2,2020,45,0,0.874445
2,2020,45,0,0.87424
2,2020,45,0,0.869768
33,2020,35,0,0.783616
33,2020,35,0,0.783729
33,2020,35,0,0.773629
33,2020,35,0,0.783729
33,2020,35,0,0.700778
33,2020,35,0,0.705645
33,2020,36,0,0.508797
2,2020,27,7.4,1.33488
2,2020,27,7.4,1.33536
33,2020,42,7.8,0.386884
33,2020,42,7.8,0.381536
0,2020,24,0,0.46316
2,2020,28,10.2,0.196068
2,2020,28,10.2,0.227297
2,2020,33,10.6,0.38803
2,2020,23,0,0.426853
2,2020,23,0,0.432876
2,2020,23,0,0.432828
2,2020,23,0,0.432468
2,2020,23,0,0.438962
2,2020,23,0,0.454621
0,2020,26,0,0.282521
0,2020,26,12.5,0.248339
0,2020,26,12.5,0.248072
0,2020,18,0,0.209903
2,2020,42,0,0.652417
2,2020,25,0,1.29052
2,2020,25,0,1.30783
2,2020,25,0,1.32039
2,2020,21,11.1,0.672474
2,2020,17,11.1,0.607185
2,2020,17,11.1,0.613652
2,2020,9,0,0.772266
2,2020,9,0,0.770003
2,2020,9,0,0.776306
2,2020,9,0,0.77402
2,2020,31,10.4,0.675769
2,2020,17,11.1,0.618225
2,2020,9,0,0.771336
2,2020,9,0,0.776988
33,2020,17,11.1,0.505633
33,2020,17,11.1,0.505095
33,2020,17,11.1,0.506667
33,2020,17,0,0.479403
33,2020,17,0,0.487891
2,2020,36,18.5,1.40106
2,2020,37,0,1.49122
2,2020,36,0,1.44693
2,2020,43,11.6,0.6442
2,2020,30,0,0.794755
2,2020,30,0,0.795721
2,2020,30,0,0.77354
2,2020,30,0,0.768665
2,2020,32,0,1.01719
2,2020,43,9.8,1.05961
2,2020,28,0,1.14113
0,2020,38,0,0.476331
33,2020,26,12.3,0.229141
2,2020,35,0,0.633966
2,2020,35,0,0.634034
2,2020,31,14.6,0.876124
2,2020,39,12.4,0.198151
2,2020,33,0,0.747935
2,2020,34,0,0.655667
0,2020,27,0,0.725419
2,2020,36,0,0.721756
0,2020,36,0,0.730643
33,2020,37,9.5,0.204279
2,2020,34,0,0.938018
2,2020,36,12.5,0.1856
2,2020,34,0,0.990763
2,2020,19,17.29,0.920598
2,2020,21,10.7,1.32937
2,2020,21,10.7,1.30573
2,2020,21,10.7,1.33486
2,2020,21,10.7,1.36228
2,2020,21,10.7,1.36452
2,2020,21,10.7,1.36664
2,2020,21,10.7,1.36835
2,2020,21,10.7,1.34282
2,2020,21,10.7,1.3643
2,2020,21,10.7,1.34979
2,2020,24,11.7,1.50647
2,2020,24,11.7,1.51957
2,2020,41,11.7,1.53085
2,2020,41,11.7,1.53607
2,2020,24,11.7,1.54868
2,2020,24,11.7,1.55762
2,2020,30,0,0.629465
2,2020,30,0,0.629654
0,2020,26,9.39,0.639616
2,2020,26,9.39,0.639616
2,2020,26,9.39,0.644742
2,2020,26,9.39,0.669966
2,2020,31,14.5,1.75657
0,2020,26,9.39,0.640128
2,2020,26,9.39,0.640288
2,2020,26,9.39,0.64529
2,2020,26,9.39,0.670536
2,2020,26,9.39,0.640705
2,2020,26,9.39,0.645969
2,2020,31,14.5,1.56457
2,2020,26,9.39,0.718842
2,2020,26,9.39,0.749937
33,2020,23,0,1.63562
2,2020,34,0,0.836098
2,2020,37,16.9,0.682004
2,2020,37,16.9,0.693007
2,2020,35,0,1.33825
2,2020,35,0,1.33733
2,2020,37,16.9,0.647296
2,2020,37,16.9,0.667691
2,2020,37,16.9,0.678733
2,2020,37,16.9,0.694746
2,2020,37,16.9,0.642624
2,2020,37,16.9,0.663079
2,2020,37,16.9,0.674179
2,2020,21,11.7,0.765085
2,2020,21,11.7,0.826281
2,2020,21,11.7,0.873858
2,2020,36,11.1,0.897402
2,2020,33,16.29,0.742028
2,2020,33,16.29,0.789362
2,2020,37,11.1,0.509554
2,2020,37,11.1,0.504639
2,2020,37,11.1,0.489571
2,2020,37,11.1,0.479567
2,2020,37,11.1,0.489946
2,2020,37,11.1,0.479959
2,2020,37,11.1,0.469987
0,2020,26,0,0.231742
0,2020,26,0,0.232048
0,2020,26,0,0.238319
0,2020,26,0,0.233792
0,2020,26,0,0.234222
0,2020,26,0,0.239763
2,2020,36,14.6,1.83551
2,2020,36,14.6,1.85538
0,2020,26,0,0.241846
0,2020,26,0,0.246146
0,2020,26,0,0.24784
0,2020,26,12.5,0.249259
0,2020,26,0,0.24889
0,2020,26,12.5,0.250135
0,2020,26,0,0.249781
0,2020,26,0,0.249309
0,2020,26,0,0.251069
2,2020,29,12,0.446641
2,2020,29,12,0.44645
2,2020,28,11.1,1.27172
2,2020,45,8.5,1.45563
0,2020,34,0,0.93469
0,2020,34,0,0.954413
33,2020,46,11.4,0.70603
33,2020,45,9.7,0.693495
33,2020,45,9.7,0.692717
33,2020,46,5.6,0.702302
2,2020,39,16.79,0.877274
2,2020,39,16.79,0.886663
2,2020,39,16.79,0.886948
2,2020,39,16.79,0.895522
2,2020,39,16.79,0.895111
2,2020,39,16.79,0.895317
2,2020,39,16.79,0.90479
2,2020,39,16.79,0.895152
2,2020,39,16.79,0.895276
2,2020,39,16.79,0.89544
2,2020,39,16.79,0.905206
2,2020,39,16.79,0.905747
2,2020,39,16.79,0.891135
2,2020,39,16.79,0.90144
2,2020,39,16.79,0.897336
0,2020,40,0,1.75839
0,2020,40,0,1.76214
0,2020,40,0,1.7613
0,2020,40,0,1.73669
0,2020,40,0,1.74488
0,2020,40,0,1.74963
0,2020,40,0,1.75255
2,2020,36,16.5,1.89498
2,2020,36,16.5,1.90338
2,2020,36,16.5,1.93467
2,2020,36,16.5,1.94639
2,2020,36,16.5,1.87544
2,2020,36,16.5,1.88886
2,2020,36,16.5,1.89385
2,2020,36,16.5,1.90215
2,2020,36,16.5,1.94482
2,2020,37,16.5,1.82116
2,2020,28,16.5,1.89573
2,2020,28,16.5,1.90072
2,2020,28,16.5,1.94287
2,2020,28,16.5,1.89441
2,2020,28,16.5,1.90196
2,2020,28,16.5,1.92799
2,2020,28,16.5,1.92934
2,2020,28,16.5,1.94102
2,2020,28,16.5,1.90044
2,2020,28,16.5,1.91251
2,2020,28,16.5,1.92741
2,2020,28,0,1.89911
2,2020,37,0,1.66314
2,2020,37,0,1.70102
2,2020,37,0,1.72422
2,2020,37,0,1.75387
2,2020,37,0,1.66249
2,2020,37,0,1.75309
2,2020,28,0,1.90832
2,2020,37,0,1.53936
2,2020,37,0,1.62953
2,2020,37,0,1.66175
2,2020,37,0,1.66118
2,2020,37,0,1.62594
2,2020,37,0,1.65768
2,2020,37,0,1.6567
2,2020,37,0,1.53554
33,2020,45,15.1,1.07698
2,2020,44,12,0.856195
2,2020,44,12,0.864871
2,2020,44,12,0.863547
2,2020,30,0,1.57342
2,2020,30,0,1.5744
2,2020,30,0,1.57448
2,2020,30,0,1.57554
2,2020,30,0,1.57456
2,2020,30,0,1.57521
2,2020,30,0,1.57003
2,2020,30,0,1.57076
2,2020,30,0,1.57198
2,2020,35,9.1,1.40554
2,2020,30,0,1.57117
2,2020,30,0,1.57198
2,2020,30,0,1.57329
2,2020,35,9.1,1.40753
2,2020,35,9.1,1.40237
2,2020,35,9.1,1.42349
2,2020,35,9.1,1.43065
2,2020,35,9.1,1.37352
2,2020,35,9.1,1.34866
2,2020,38,15.8,0.369349
2,2020,38,15.8,0.370912
2,2020,38,15.8,0.400437
2,2020,43,9.7,1.30817
2,2020,43,9.7,1.30888
2,2020,43,9.7,1.30817
2,2020,43,9.7,1.30754
2,2020,43,9.7,1.30792
2,2020,44,19,0.366593
2,2020,44,19,0.361451
2,2020,26,0,0.465585
2,2020,26,0,0.455493
2,2020,25,0,0.441352
2,2020,25,0,0.44208
2,2020,25,0,0.441154
2,2020,25,0,0.440003
2,2020,25,0,0.439413
2,2020,25,0,0.440167
2,2020,25,0,0.43925
2,2020,41,10,0.694966
0,2020,39,0,0.275315
0,2020,39,0,0.27511
0,2020,39,0,0.274969
0,2020,39,0,0.274994
0,2020,39,0,0.284131
2,2020,37,11.1,0.484027
2,2020,37,11.1,0.480474
33,2020,45,9.3,0.718778
33,2020,45,9.3,0.719137
33,2020,45,9.3,0.729489
33,2020,45,9.3,0.729599
33,2020,45,9.3,0.719856
33,2020,45,9.3,0.720216
33,2020,45,9.3,0.730914
33,2020,44,0,0.742809
33,2020,44,0,0.744256
33,2020,44,9.3,0.734406
33,2020,44,9.3,0.734333
33,2020,45,9.3,0.732637
33,2020,44,9.3,0.745217
33,2020,44,9.3,0.73559
33,2020,44,9.3,0.735516
33,2020,45,9.3,0.734
33,2020,45,9.3,0.733668
33,2020,45,9.3,0.733484
33,2020,45,9.3,0.733631
33,2020,45,9.3,0.733742
33,2020,45,9.3,0.723945
33,2020,44,9.3,0.760897
33,2020,44,9.3,0.746947
33,2020,45,9.3,0.73485
33,2020,45,9.3,0.734665
33,2020,45,9.3,0.734813
33,2020,45,9.3,0.734813
33,2020,44,9.3,0.782394
33,2020,44,9.3,0.778171
33,2020,44,9.3,0.768492
33,2020,44,9.3,0.762087
33,2020,45,9.3,0.736147
33,2020,45,9.3,0.736258
33,2020,45,9.3,0.726429
33,2020,45,9.3,0.726796
33,2020,45,9.3,0.727199
33,2020,44,9.3,0.784532
33,2020,44,9.3,0.779471
33,2020,45,9.3,0.737337
33,2020,45,9.3,0.737448
33,2020,44,9.3,0.781171
33,2020,45,9.3,0.738418
33,2020,44,9.3,0.782401
33,2020,44,9.3,0.772005
33,2020,44,9.3,0.765759
33,2020,45,9.3,0.739428
33,2020,45,9.3,0.775791
33,2020,42,8.3,0.389308
33,2020,42,11.6,0.302503
33,2020,42,11.6,0.302877
33,2020,42,11.6,0.303588
33,2020,42,11.6,0.303979
33,2020,42,11.6,0.304358
33,2020,42,12.5,0.305188
33,2020,42,12.5,0.300996
2,2020,42,11.6,0.298302
2,2020,42,11.6,0.299002
2,2020,42,11.6,0.298494
2,2020,42,11.6,0.298837
2,2020,42,11.6,0.299167
2,2020,42,11.6,0.299401
2,2020,42,11.6,0.299401
2,2020,42,11.6,0.298727
2,2020,42,11.6,0.299057
2,2020,42,11.6,0.299374
2,2020,42,11.6,0.300564
2,2020,42,11.6,0.298878
2,2020,42,11.6,0.299498
2,2020,42,11.6,0.299705
2,2020,42,11.6,0.300037
2,2020,42,11.6,0.300342
2,2020,42,11.6,0.300342
2,2020,42,11.6,0.300634
2,2020,42,11.6,0.294714
2,2020,42,11.6,0.29579
2,2020,42,11.6,0.296063
2,2020,36,12.9,0.536166
2,2020,36,12.9,0.535895
2,2020,28,10,0.287311
2,2020,29,0,0.468609
2,2020,29,0,0.468688
2,2020,26,0,0.798596
2,2020,29,0,0.469723
2,2020,29,0,0.49028
2,2020,41,10.8,0.633848
2,2020,41,10.8,0.63376
0,2020,40,14.6,0.676222
2,2020,25,14.6,0.734333
2,2020,25,14.6,0.734653
2,2020,25,12.5,0.733329
2,2020,25,12.5,0.73936
2,2020,25,12.5,0.739452
2,2020,25,12.5,0.73936
2,2020,25,12.5,0.739222
2,2020,25,12.5,0.735019
2,2020,25,12.5,0.741018
2,2020,25,12.5,0.741018
2,2020,25,12.5,0.740833
2,2020,25,12.5,0.740602
2,2020,25,12.5,0.737131
2,2020,25,12.5,0.743053
2,2020,25,12.5,0.739256
2,2020,25,12.5,0.7451
2,2020,25,0,0.744573
2,2020,25,0,0.747593
2,2020,25,0,0.750397
2,2020,25,0,0.752983
2,2020,25,0,0.752695
2,2020,47,15.8,0.0647549
2,2020,47,15.8,0.0879385
2,2020,47,15.8,0.111168
2,2020,47,15.8,0.111188
33,2020,28,12.3,0.596619
2,2020,32,11.4,1.06503
2,2020,32,11.4,1.06487
2,2020,39,0,2.12237
2,2020,39,0,2.12731
2,2020,37,13.5,2.67968
2,2020,37,13.5,2.6934
2,2020,37,13.5,2.66944
2,2020,37,13.5,2.6852
2,2020,37,13.5,2.69114
2,2020,37,13.5,2.66603
2,2020,37,13.5,2.70206
2,2020,37,13.5,3.11898
2,2020,37,13.5,3.13161
2,2020,37,13.5,3.13698
33,2020,23,0,0.649457
33,2020,23,0,0.648125
2,2020,32,11.7,1.10303
2,2020,38,10.2,0.642936
2,2020,38,10.2,0.611317
2,2020,38,10.2,0.660031
2,2020,38,10.2,0.628338
2,2020,45,9.8,1.67012
2,2020,45,9.8,1.6733
2,2020,41,13.1,1.95408
2,2020,37,13.5,2.73488
2,2020,37,13.5,2.71131
2,2020,49,0,0.237647
2,2020,49,0,0.2377
2,2020,49,0,0.233278
2,2020,25,0,0.755103
2,2020,39,0,2.01624
2,2020,39,0,2.08642
2,2020,37,13.5,2.70812
2,2020,37,13.5,2.69151
2,2020,37,13.5,2.7172
2,2020,37,13.5,2.70622
2,2020,37,13.5,2.68941
2,2020,37,13.5,2.72856
2,2020,37,13.5,2.71742
2,2020,37,0,2.74947
2,2020,37,0,2.73128
2,2020,37,0,2.79171
2,2020,37,0,2.77929
2,2020,37,0,2.76699
2,2020,49,10.4,0.183453
2,2020,49,10.4,0.183587
2,2020,49,10.4,0.183562
2,2020,31,12.7,0.355648
0,2020,34,11.3,0.663916
0,2020,34,11.3,0.644825
0,2020,43,0,0.6337
33,2020,23,0,0.780182
33,2020,23,0,0.707965
