Type,Year,Age,Height,m
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,45,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,45,13.5,3
33,2019,45,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,44,13.5,3
33,2019,29,13.5,3
33,2019,29,13.5,3
33,2019,21,22.5,3
33,2019,21,22.5,3
33,2019,25,9.6,3
33,2019,25,9.6,3
33,2019,25,9.6,3
33,2019,25,9.6,3
33,2019,25,9.6,3
33,2019,25,9.6,3
33,2019,25,9.6,3
33,2019,25,9.6,3
33,2019,25,9.6,3
33,2019,25,9.6,3
33,2019,25,9.6,3
33,2019,25,9.6,3
33,2019,25,9.6,3
33,2019,25,9.6,3
33,2019,15,19.29,3
33,2019,15,19.29,3
33,2019,15,19.29,3
33,2019,15,20.9,3
33,2019,15,19.29,3
33,2019,15,19.29,3
33,2019,15,19.29,3
33,2019,15,19.29,3
33,2019,15,19.29,3
33,2019,15,19.29,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,19.29,3
33,2019,15,19.29,3
33,2019,15,19.29,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,19.29,3
33,2019,15,19.29,3
33,2019,15,19.29,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,19.29,3
33,2019,15,19.29,3
33,2019,15,19.29,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,19.29,3
33,2019,15,19.29,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,19.29,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,15,20.9,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,34,20.6,3
33,2019,18,12.4,3
33,2019,18,12.4,3
33,2019,26,18.29,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,17.1,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,17.1,3
33,2019,19,17.1,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,19,17.1,3
33,2019,19,17.1,3
33,2019,19,17.1,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,19,17.1,3
33,2019,19,17.1,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,19,17.1,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,17.1,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,12.9,3
33,2019,26,17.1,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,17.1,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
33,2019,32,12.9,3
2,2019,27,6,3
2,2019,27,6,3
2,2019,25,7,3
2,2019,25,7,3
2,2019,25,7,3
2,2019,25,7,3
33,2019,15,9.89,3
33,2019,15,9.89,3
33,2019,24,9.89,3
33,2019,24,9.89,3
33,2019,24,9.89,3
33,2019,24,9.89,3
33,2019,24,9.89,3
33,2019,24,9.89,3
33,2019,24,9.89,3
33,2019,24,9.89,3
33,2019,24,9.89,3
33,2019,24,9.89,3
0,2019,0,13.2,3
33,2019,24,10.8,3
2,2019,15,7.7,3
33,2019,15,7.7,3
33,2019,15,7.7,3
33,2019,15,7.7,3
2,2019,15,7.7,3
33,2019,15,7.7,3
33,2019,15,7.7,3
33,2019,15,7.7,3
2,2019,14,7.7,3
2,2019,14,7.7,3
33,2019,14,7.7,3
33,2019,14,7.7,3
33,2019,14,7.7,3
2,2019,14,7.7,3
33,2019,14,7.7,3
33,2019,14,7.7,3
33,2019,26,10,3
33,2019,26,10,3
2,2019,27,10.4,3
33,2019,27,10.4,3
33,2019,27,8.6,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,18,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,18,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,18,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,17,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,26,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,16,22,3
33,2019,26,22,3
33,2019,26,22,3
33,2019,26,22,3
33,2019,26,22,3
33,2019,26,22,3
33,2019,26,22,3
33,2019,26,22,3
33,2019,26,22,3
33,2019,26,22,3
33,2019,26,22,3
33,2019,26,22,3
33,2019,20,11.5,3
33,2019,20,11.5,3
33,2019,20,11.5,3
33,2019,20,11.5,3
33,2019,16,13.3,3
33,2019,16,13.3,3
33,2019,16,13.3,3
33,2019,16,13.3,3
33,2019,16,13.3,3
33,2019,16,13.3,3
33,2019,16,13.3,3
33,2019,16,13.3,3
33,2019,20,13.3,3
33,2019,20,13.3,3
33,2019,16,12.2,3
33,2019,26,10,3
33,2019,26,10,3
33,2019,26,10,3
33,2019,26,10,3
33,2019,26,10,3
33,2019,26,10,3
33,2019,26,10,3
33,2019,14,10,3
33,2019,14,12.7,3
33,2019,14,12.7,3
33,2019,14,10,3
33,2019,14,12.7,3
33,2019,14,12.7,3
33,2019,37,11.8,3
33,2019,26,10,3
33,2019,14,10,3
33,2019,14,12.7,3
33,2019,14,12.7,3
33,2019,14,12.7,3
33,2019,14,12.7,3
33,2019,37,11.8,3
33,2019,37,11.8,3
33,2019,37,11.8,3
33,2019,37,11.8,3
33,2019,37,11.8,3
33,2019,37,11.8,3
33,2019,14,10,3
33,2019,14,12.7,3
33,2019,14,12.7,3
33,2019,14,12.7,3
33,2019,14,12.7,3
33,2019,37,11.8,3
33,2019,37,11.8,3
33,2019,37,11.8,3
33,2019,37,11.8,3
33,2019,37,11.8,3
33,2019,37,11.8,3
33,2019,37,11.8,3
33,2019,0,12.2,3
33,2019,0,12.2,3
33,2019,0,12.2,3
33,2019,14,12.7,3
33,2019,14,12.7,3
33,2019,37,11.8,3
33,2019,37,11.8,3
33,2019,37,11.8,3
33,2019,37,11.8,3
33,2019,0,11.8,3
33,2019,0,11.8,3
33,2019,0,12.2,3
33,2019,0,12.2,3
33,2019,0,12.2,3
33,2019,0,12.2,3
33,2019,0,12.2,3
33,2019,26,10,3
33,2019,37,11.8,3
33,2019,0,11.8,3
33,2019,0,11.8,3
33,2019,0,12.2,3
33,2019,0,12.2,3
33,2019,0,12.2,3
33,2019,0,12.2,3
33,2019,0,11.8,3
33,2019,11,15.5,3
33,2019,11,15.5,3
33,2019,11,15.5,3
33,2019,11,15.5,3
2,2019,24,8.7,3
2,2019,24,8.7,3
2,2019,24,8.7,3
2,2019,24,8.7,3
2,2019,24,8.7,3
2,2019,24,8.7,3
0,2019,24,8.7,3
0,2019,24,8.7,3
2,2019,24,8.7,3
2,2019,24,8.7,3
0,2019,24,8.7,3
0,2019,24,8.7,3
2,2019,24,8.7,3
0,2019,24,8.7,3
0,2019,24,8.7,3
0,2019,24,8.7,3
33,2019,21,14.5,3
33,2019,21,14.5,3
33,2019,21,14.5,3
33,2019,21,14.5,3
33,2019,21,14.5,3
33,2019,21,14.5,3
33,2019,21,14.5,3
33,2019,21,14.5,3
33,2019,21,14.5,3
33,2019,39,14.5,3
33,2019,21,14.5,3
33,2019,21,14.5,3
33,2019,15,11.4,3
33,2019,15,11.4,3
33,2019,17,20,3
33,2019,17,20,3
33,2019,19,13.2,3
33,2019,22,17.29,3
33,2019,22,17.29,3
33,2019,22,17.29,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,38,17.29,3
33,2019,38,17.29,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,13.2,3
33,2019,22,12.7,3
33,2019,22,12.7,3
33,2019,22,12.7,3
33,2019,22,12.7,3
33,2019,22,12.7,3
33,2019,22,12.7,3
33,2019,22,12.7,3
33,2019,22,12.7,3
33,2019,22,12.7,3
33,2019,22,12.7,3
33,2019,22,12.7,3
33,2019,25,14.6,3
33,2019,26,6.9,3
33,2019,25,9.1,3
33,2019,25,9.1,3
33,2019,25,9.1,3
33,2019,25,9.1,3
33,2019,25,9.1,3
33,2019,25,9.1,3
33,2019,0,5,3
33,2019,0,5,3
33,2019,0,5,3
33,2019,0,5,3
33,2019,0,5,3
33,2019,0,5,3
33,2019,0,5,3
33,2019,0,5,3
33,2019,0,5,3
2,2019,25,8.39,3
2,2019,25,8.39,3
2,2019,25,8.39,3
33,2019,24,14.7,3
33,2019,24,14.7,3
33,2019,21,6.9,3
33,2019,21,6.9,3
33,2019,21,6.9,3
33,2019,21,6.9,3
33,2019,21,6.9,3
33,2019,22,7.8,3
33,2019,25,8.2,3
33,2019,25,8.2,3
33,2019,25,8.2,3
33,2019,25,8.2,3
33,2019,25,8.2,3
33,2019,25,8.2,3
33,2019,25,8.2,3
33,2019,25,8.2,3
33,2019,23,8.1,3
33,2019,23,8.1,3
33,2019,26,15,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,18,8.6,3
33,2019,22,14.5,3
33,2019,30,12.6,3
33,2019,17,20.1,3
33,2019,17,20.1,3
33,2019,20,6.2,3
33,2019,20,6.2,3
33,2019,20,6.2,3
0,2019,20,6.2,3
0,2019,20,6.2,3
0,2019,20,6.2,3
0,2019,20,6.2,3
0,2019,20,6.2,3
0,2019,20,6.2,3
0,2019,20,6.2,3
33,2019,22,7.6,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,21,16.1,3
33,2019,0,8.3,3
33,2019,0,7.6,3
33,2019,0,8.3,3
33,2019,0,8.3,3
33,2019,23,8.3,3
33,2019,25,10.6,3
33,2019,25,8.2,3
33,2019,25,8.2,3
33,2019,25,8.2,3
33,2019,25,8.2,3
33,2019,25,8.2,3
33,2019,30,8.2,3
2,2019,30,8.2,3
2,2019,30,8.2,3
2,2019,0,8.2,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,30,8.3,3
33,2019,10,9.3,3
33,2019,10,9.3,3
33,2019,10,9.3,3
33,2019,10,9.3,3
33,2019,10,9.3,3
33,2019,10,9.3,3
33,2019,10,9.3,3
33,2019,10,9.3,3
33,2019,18,7.6,3
33,2019,18,7.6,3
33,2019,18,7.6,3
33,2019,18,7.6,3
33,2019,18,7.6,3
33,2019,17,7.6,3
33,2019,18,7.6,3
33,2019,18,7.6,3
33,2019,18,7.6,3
33,2019,18,7.6,3
33,2019,17,7.6,3
33,2019,17,7.6,3
33,2019,17,7.6,3
33,2019,17,7.6,3
33,2019,17,7.6,3
33,2019,17,7.6,3
33,2019,18,7.6,3
33,2019,18,7.6,3
33,2019,18,7.6,3
33,2019,18,7.6,3
33,2019,17,7.6,3
33,2019,17,7.6,3
33,2019,17,7.6,3
33,2019,17,7.6,3
33,2019,17,7.6,3
33,2019,17,7.6,3
33,2019,17,7.6,3
33,2019,17,7.6,3
33,2019,17,7.6,3
33,2019,10,6.5,3
33,2019,10,6.5,3
33,2019,17,9.8,3
33,2019,10,6.5,3
33,2019,10,6.5,3
33,2019,10,6.5,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,9.3,3
33,2019,14,9.3,3
33,2019,14,9.3,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,8.6,3
33,2019,14,9.3,3
33,2019,14,9.3,3
33,2019,14,9.3,3
33,2019,14,9.3,3
33,2019,14,9.3,3
0,2019,0,8.27,3
33,2019,14,9.3,3
33,2019,14,9.3,3
33,2019,14,9.3,3
33,2019,14,9.3,3
33,2019,14,9.3,3
33,2019,14,9.3,3
33,2019,14,9.3,3
0,2019,0,8.27,3
33,2019,14,9.3,3
33,2019,14,9.3,3
33,2019,14,9.3,3
0,2019,22,8.27,3
0,2019,22,8.27,3
0,2019,22,8.27,3
33,2019,0,9.3,3
0,2019,22,8.27,3
33,2019,0,9.3,3
33,2019,0,9.3,3
33,2019,0,9.3,3
33,2019,0,9.3,3
33,2019,0,9.3,3
0,2019,22,8.27,3
33,2019,18,5.7,3
33,2019,18,5.7,3
33,2019,18,7.9,3
33,2019,18,7.9,3
33,2019,18,7.9,3
33,2019,18,7.9,3
33,2019,18,7.9,3
33,2019,18,7.9,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,10.8,3
33,2019,22,14,3
33,2019,22,14,3
33,2019,22,14,3
33,2019,22,14,3
33,2019,22,14,3
33,2019,22,14,3
33,2019,28,9.2,3
33,2019,28,9.2,3
33,2019,28,8.1,3
33,2019,28,8.1,3
33,2019,28,8.1,3
33,2019,28,8.1,3
33,2019,28,8.1,3
33,2019,28,8.1,3
33,2019,28,8.1,3
33,2019,28,8.1,3
33,2019,28,8.1,3
33,2019,28,8.1,3
33,2019,28,8.1,3
33,2019,28,8.1,3
33,2019,28,8.1,3
