Type,Year,Age,Height,m
0,2019,47,14.1,3
33,2019,24,12.9,3
2,2019,41,11.1,3
2,2019,41,11.1,3
2,2019,41,11.1,3
2,2019,41,11.1,3
2,2019,41,7.9,3
2,2019,41,7.9,3
2,2019,41,11.1,3
2,2019,47,14.1,3
2,2019,47,14.1,3
2,2019,47,14.1,3
2,2019,43,14.1,3
2,2019,43,14.1,3
2,2019,43,14.1,3
2,2019,43,14.1,3
2,2019,43,14.1,3
2,2019,43,14.1,3
2,2019,43,14.1,3
2,2019,43,14.1,3
2,2019,43,14.1,3
2,2019,43,14.1,3
2,2019,43,14.1,3
2,2019,43,14.1,3
2,2019,43,14.1,3
33,2019,37,14.3,3
33,2019,37,14.3,3
33,2019,37,14.3,3
33,2019,37,14.3,3
33,2019,37,14.3,3
33,2019,37,14.3,3
33,2019,37,14.3,3
33,2019,37,14.3,3
33,2019,37,14.3,3
33,2019,37,13.2,3
33,2019,37,14.3,3
33,2019,37,14.3,3
33,2019,37,14.3,3
33,2019,37,14.3,3
33,2019,37,14.3,3
33,2019,37,13.2,3
33,2019,37,14.3,3
